,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,Player,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Drafted
22,Phoenix,82,48.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,15.6,23.6,9.1,31.3,40.4,23.9,9.0,5.1,107.5,0.552,0.514,156.7,20.5,72.5,46.1,59.5,13.8,8.8,8.8,1.2,63.2,105.9,115.1,-9.2,8326.8,100.5,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
22,Phoenix,82,48.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,15.6,23.6,9.1,31.3,40.4,23.9,9.0,5.1,107.5,0.552,0.514,156.7,20.5,72.5,46.1,59.5,13.8,8.8,8.8,1.2,63.2,105.9,115.1,-9.2,8326.8,100.5,chuma-okeke,4.4,8.9,0.496,3.0,5.2,0.574,1.4,3.7,0.387,1.7,2.4,0.722,2.8,4.1,6.8,1.9,1.8,1.2,1.7,1.9,12.0,24.5,0.597,0.5770000000000001,0.419,0.265,10.7,16.8,13.7,12.5,3.6,5.5,14.7,20.0,3.3,2.3,5.5,0.2,7.0,4.1,11.1,0
25,Miami,82,48.1,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,0.695,14.7,20.9,11.2,35.1,46.3,24.3,7.6,5.5,105.7,0.542,0.515,149.4,24.8,77.6,51.2,61.2,13.1,7.8,10.2,1.2,67.6,107.3,107.6,-0.2,8075.7,98.2,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,1
25,Miami,82,48.1,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,0.695,14.7,20.9,11.2,35.1,46.3,24.3,7.6,5.5,105.7,0.542,0.515,149.4,24.8,77.6,51.2,61.2,13.1,7.8,10.2,1.2,67.6,107.3,107.6,-0.2,8075.7,98.2,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
25,Miami,82,48.1,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,0.695,14.7,20.9,11.2,35.1,46.3,24.3,7.6,5.5,105.7,0.542,0.515,149.4,24.8,77.6,51.2,61.2,13.1,7.8,10.2,1.2,67.6,107.3,107.6,-0.2,8075.7,98.2,chuma-okeke,4.4,8.9,0.496,3.0,5.2,0.574,1.4,3.7,0.387,1.7,2.4,0.722,2.8,4.1,6.8,1.9,1.8,1.2,1.7,1.9,12.0,24.5,0.597,0.5770000000000001,0.419,0.265,10.7,16.8,13.7,12.5,3.6,5.5,14.7,20.0,3.3,2.3,5.5,0.2,7.0,4.1,11.1,0
25,Miami,82,48.1,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,0.695,14.7,20.9,11.2,35.1,46.3,24.3,7.6,5.5,105.7,0.542,0.515,149.4,24.8,77.6,51.2,61.2,13.1,7.8,10.2,1.2,67.6,107.3,107.6,-0.2,8075.7,98.2,nickeil-alexander-walker,5.6,11.8,0.474,3.9,7.2,0.537,1.7,4.6,0.374,3.3,4.2,0.778,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,21.9,0.586,0.546,0.387,0.359,1.8,13.0,7.6,24.6,3.4,2.3,17.1,26.5,3.1,2.5,5.5,0.189,4.8,4.2,8.9,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,1
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
26,Chicago,82,48.5,39.8,87.9,0.453,9.1,25.9,0.35100000000000003,16.2,20.7,0.7829999999999999,14.1,20.3,8.8,34.1,42.9,21.9,7.4,4.3,104.9,0.541,0.505,158.8,19.4,77.3,48.0,55.0,12.7,7.4,7.6,1.2,61.7,104.8,113.2,-8.4,8208.6,99.0,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,rj-barrett,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,23.3,0.532,0.506,0.338,0.319,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,3.8,2.7,6.5,0.194,6.5,2.1,8.6,1
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,deandre-hunter,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.43799999999999994,3.2,4.1,0.7829999999999999,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,24.3,0.618,0.579,0.266,0.39799999999999996,5.6,13.4,9.8,13.0,1.2,2.4,10.0,24.1,4.8,2.6,7.3,0.237,7.4,3.4,10.8,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,darius-garland,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,23.6,0.657,0.639,0.426,0.29600000000000004,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,0.4,0.1,0.5,0.14800000000000002,3.8,1.1,4.9,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,cam-reddish,4.3,12.0,0.35600000000000004,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5,13.6,0.499,0.459,0.618,0.264,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,0.8,2.2,3.0,0.113,1.3,3.2,4.5,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
27,New York,82,48.2,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,0.759,14.0,20.9,10.5,34.3,44.7,20.1,6.8,5.1,104.6,0.529,0.49,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,8208.4,99.6,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,darius-garland,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,23.6,0.657,0.639,0.426,0.29600000000000004,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,0.4,0.1,0.5,0.14800000000000002,3.8,1.1,4.9,1
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,cameron-johnson,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9,24.9,0.648,0.621,0.504,0.264,6.5,13.3,10.0,13.8,2.1,1.1,10.3,21.8,4.3,1.9,6.2,0.22899999999999998,9.4,3.5,12.9,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,tyler-herro,5.0,10.9,0.462,3.4,6.3,0.5379999999999999,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14.0,19.4,0.58,0.536,0.419,0.231,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,3.3,2.1,5.4,0.181,5.1,3.8,8.9,0
28,Cleveland,82,48.2,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,13.5,20.0,10.7,31.9,42.7,20.7,6.5,2.4,104.5,0.54,0.503,159.1,23.7,77.0,49.2,53.2,12.2,6.7,4.3,1.2,59.6,107.7,117.6,-9.9,7955.0,96.6,romeo-langford,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4.0,5.4,2.3,0.8,0.8,2.1,1.9,16.5,19.9,0.542,0.491,0.316,0.491,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,2.4,1.6,4.0,0.14800000000000002,4.6,1.9,6.5,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,ja-morant,8.0,16.1,0.499,6.3,11.3,0.556,1.7,4.8,0.363,6.7,8.2,0.813,1.2,4.5,5.7,10.0,1.8,0.8,5.2,1.5,24.5,31.6,0.612,0.5529999999999999,0.29600000000000004,0.512,3.9,12.7,8.6,51.8,2.7,2.3,20.5,33.3,5.8,2.4,8.2,0.273,8.3,1.7,10.0,1
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,rj-barrett,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,23.3,0.532,0.506,0.338,0.319,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,3.8,2.7,6.5,0.194,6.5,2.1,8.6,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,deandre-hunter,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.43799999999999994,3.2,4.1,0.7829999999999999,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,24.3,0.618,0.579,0.266,0.39799999999999996,5.6,13.4,9.8,13.0,1.2,2.4,10.0,24.1,4.8,2.6,7.3,0.237,7.4,3.4,10.8,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,darius-garland,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,23.6,0.657,0.639,0.426,0.29600000000000004,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,0.4,0.1,0.5,0.14800000000000002,3.8,1.1,4.9,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,jarrett-culver,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.7070000000000001,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,25.1,0.542,0.505,0.292,0.377,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,3.3,3.5,6.8,0.222,6.9,4.8,11.6,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,coby-white,5.4,12.7,0.423,3.0,6.1,0.5,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,19.2,0.556,0.516,0.523,0.293,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,2.4,1.7,4.1,0.165,5.2,2.8,8.0,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,jaxson-hayes,3.8,5.3,0.728,3.8,5.3,0.728,0.0,0.0,0.0,2.3,3.1,0.74,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,27.0,0.7390000000000001,0.728,0.0,0.5920000000000001,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,2.8,1.5,4.3,0.23,4.6,5.5,10.1,0
29,Memphis,82,48.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,0.772,14.0,22.0,8.8,33.0,41.8,23.9,8.3,5.5,103.5,0.5479999999999999,0.508,156.4,20.0,77.6,48.3,63.1,12.9,8.6,10.7,1.2,64.3,106.1,108.8,-2.7,8000.1,96.6,rui-hachimura,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.7390000000000001,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,28.6,0.639,0.608,0.077,0.477,5.9,16.9,12.1,9.1,1.7,2.4,10.7,28.1,4.7,2.7,7.4,0.264,6.4,2.9,9.4,0
